,decimalLatitude,decimalLongitude,month,class,diversity,CHL,NPP,CO2,nitrate,PAR,phosphate,salinity,silicate,T,times,rate
25675,74.5,-17.5,6,northp,5,NA,931.3425851,270.9768677,2.87532,32.89454953,0.35859,33.54812622,3.18843,-0.975529909,5,1
25676,68.5,-17.5,6,northp,5,0.8322,1122.786928,274.7246094,3.68886,35.13692564,0.303398571,34.59593582,3.81175,2.400289774,9,1.8
25677,72.5,-17.5,6,northp,3,0.4272,707.8588162,218.8960419,2.33996,32.70584812,0.39171,33.95537949,3.6531,-0.04060239,3,1
25678,69.5,-16.5,6,northp,3,0.7232,1142.436184,278.1244812,4.13077,37.60276951,0.371786667,34.8067894,2.10416,3.051458597,6,2
25679,68.5,-16.5,6,northp,4,0.5859,1046.189989,288.802063,4.65479,34.46535269,0.382579,34.46273422,5.05006,2.820290565,4,1
25680,70.5,-16.5,6,northp,4,1.2243,1611.051907,229.7050323,2.50883,38.67626956,0.23095,34.26767349,3.11678,2.215979815,4,1
25681,71.5,-15.5,6,northp,6,1.268,1648.087875,210.6521149,3.4058,39.71142933,0.38306,33.91616058,4.72311,1.523105502,6,1
25682,74.5,-15.5,6,northp,5,NA,1237.305728,269.4640503,4.433576667,32.08007803,0.38459,33.51975632,4.19211,0.390692204,5,1
25683,73.5,-14.5,6,northp,6,0.7232,818.2170518,215.701767,1.74677,37.13083199,0.46379,33.5598526,3.48236,0.698682368,6,1
25684,71.5,-14.5,6,northp,4,5.3452,1931.305683,211.8529968,2.48663,38.32929385,0.425076,34.42585373,4.34829,1.807578444,4,1
25685,74.5,-14.5,6,northp,4,0.3585,581.76615,222.4648743,3.24129,34.53628166,0.405841667,33.67228317,3.98962,0.677345932,4,1
25686,72.5,-13.5,6,northp,4,5.1608,1747.238819,268.3261719,2.92822,38.61472095,0.409573333,34.32403946,4.258585667,2.27230525,4,1
25687,71.5,-12.5,6,northp,5,3.5082,1817.013011,253.1333618,2.612116667,36.61653335,0.43326,34.97740173,3.57081,2.05316925,5,1
25688,72.5,-12.5,6,northp,5,3.6335,2225.455069,254.9228973,2.56494,38.45664802,0.42116,34.74852371,4.47506,1.974624634,5,1
25689,70.5,-12.5,6,northp,5,0.5859,1227.839814,228.456131,3.84694,35.11951939,0.2944,35.01339722,1.93521,2.653337717,8,1.6
25690,69.5,-12.5,6,northp,4,0.4747,785.3063,275.9276428,3.89737,34.05205406,0.330375,34.93294907,2.31802,4.260954857,4,1
25691,75.5,-11.5,6,northp,5,0.4747,1632.070138,239.3281097,5.37373,34.61009232,0.4145,33.79059601,5.05378,-0.686243951,5,1
25692,78.5,-11.5,6,northp,3,NA,1524.831953,411.7028503,0.68156,31.81564708,0.6865,32.14639664,4.59558,-1.313176632,3,1
25693,74.5,-10.5,6,northp,6,2.3025,2103.354128,271.1466064,5.139735,39.0193286,0.41569,34.61470795,4.26105,1.10313499,6,1
25694,70.5,-10.5,6,northp,10,0.5274,1086.210202,245.1641083,3.05529,34.09152629,0.284235833,35.04788589,1.74649,3.440313816,24,2.4
25695,73.5,-10.5,6,northp,3,4.3303,2396.482811,253.136734,3.63885,38.61178345,0.41718,34.78065491,4.9019,1.527066112,3,1
25696,72.5,-10.5,6,northp,5,1.801,2181.460153,262.5059204,2.79499,37.93296744,0.4261,35.12304688,4.68184,1.95318675,5,1
25697,74.5,-9.5,6,northp,3,5.1608,2787.000428,273.1290894,6.92575,38.6738147,0.57398,34.72903442,3.999855667,1.91749227,3,1
25698,73.5,-9.5,6,northp,4,4.485,2834.800431,255.2957153,2.66374,38.32894315,0.50591,34.97256088,5.748365,1.756843805,4,1
25699,69.5,-8.5,6,northp,3,0.7491,1028.070672,272.1133728,1.20924,32.2114637,0.42805,34.97141266,2.45246,4.300993919,3,1
25700,80.5,-8.5,6,northp,3,NA,1319.472018,310.1460516,2.42871,33.14281895,0.7072,32.1355896,5.55733,-1.63301146,3,1
25701,71.5,-8.5,6,northp,8,6.3703,1633.292433,284.7809753,4.583946667,35.88051614,0.41476,34.98210907,4.35736,2.836054087,8,1
25702,72.5,-6.5,6,northp,6,1.2243,1239.195937,299.3233032,7.0312,35.60088747,0.54406,35.01185989,3.85982,2.360983133,8,1.333333333
25703,76.5,-6.5,6,northp,7,1.1019,1116.511185,260.4787292,2.516566667,33.73676238,0.3718,34.46780777,4.752325,0.445485055,7,1
25704,76.5,-5.5,6,northp,5,2.1464,1329.776839,276.5317993,4.575993333,33.68091863,0.34991,34.92625809,4.64951,0.073728383,5,1
25705,70.5,-5.5,6,northp,5,NA,1347.475033,323.0984802,4.139526667,33.45362695,0.34926,34.86080933,4.010503333,4.421133041,5,1
25706,74.5,-5.5,6,northp,4,1.4591,1974.703553,268.6187744,7.337125167,36.0935611,0.51944,34.8499527,3.17341,1.750699162,4,1
25707,80.5,-4.5,6,northp,3,NA,794.4856082,291.2802916,2.60749,32.1502756,0.56889,32.27236938,5.03105,-1.603061676,3,1
25708,65.5,-4.5,6,northw,10,0.5657,1053.381448,324.2773438,3.67478,29.33351912,0.32531,35.1217041,3.904474,7.471475601,15,1.5
25709,77.5,-4.5,6,northp,5,0.5657,648.1191889,317.589325,4.87636,28.79194965,0.36705,34.08662415,4.60054,-0.286842167,5,1
25710,77.5,-1.5,6,northp,9,2.1464,1346.809364,280.5655823,5.38635,31.60452964,0.45634,34.35258484,4.438280833,1.222714186,15,1.666666667
25711,65.5,-0.5,6,northw,10,0.3846,981.35811,327.6824036,2.59379,31.62503311,0.25507,35.0065918,3.583515,8.51276207,25,2.5
25712,73.5,-0.5,6,northp,4,1.0639,1049.016794,316.175293,6.85867,34.40034922,0.41975,35.0773468,3.58307,2.011894703,4,1
25713,72.5,-0.5,6,northp,6,0.6983,1222.574156,316.5814819,6.5442025,34.84555063,0.51587,34.98847961,3.675768,3.270105362,11,1.833333333
25714,80.5,-0.5,6,northp,5,NA,642.2301012,271.6417767,3.83619,32.21514739,0.51884,33.36880112,5.00845,-1.757351875,5,1
25715,75.5,-0.5,6,northp,4,6.8334,2563.081111,259.9946594,7.03883,34.05069295,0.54333,34.83068085,3.73528,0.620204687,4,1
25716,70.5,0.5,6,northp,7,1.268,1264.337231,328.5842285,5.96278,30.78905738,0.44131,35.10901642,3.61058,5.917452335,7,1
25717,65.5,0.5,6,northw,9,0.6285,1130.934549,324.6060791,2.59379,32.90708179,0.25507,35.00740814,3.583515,8.817767143,22,2.444444444
25718,71.5,0.5,6,northp,13,1.4088,1282.866761,324.6119995,7.93218,32.14192203,0.52608,35.05514145,4.2002415,5.792110443,18,1.384615385
25719,68.5,1.5,6,northp,7,1.4591,1482.733542,331.1602173,6.275565,31.64726923,0.43121,35.22986603,3.442155,7.291798592,7,1
25720,80.5,1.5,6,northp,6,NA,557.991824,293.0535287,3.74547,32.21514739,0.36711,33.81636429,5.74371,-0.947717905,6,1
25721,72.5,1.5,6,northp,7,1.4088,1309.569433,295.4624634,6.705746667,32.05999147,0.51913,35.08827972,4.083483333,5.487491608,14,2
25722,78.5,1.5,6,northp,5,2.0724,1368.420803,244.7403564,4.66361,31.93871716,0.39224,34.35987473,4.60455,2.935639858,5,1
25723,69.5,2.5,6,northp,4,1.932,1404.056314,327.8489075,4.28887,31.64560256,0.48491,35.21279144,4.25464,6.431965828,4,1
25724,77.5,2.5,6,northp,5,3.7632,1856.121069,272.151001,7.46077,33.12789082,0.45005,34.53324509,4.288423333,3.370826721,5,1
25725,68.5,3.5,6,northp,5,1.801,1534.997169,332.2347412,4.42308,34.05123809,0.36897,35.2019577,4.0326725,7.440904617,5,1
25726,72.5,4.5,6,northp,5,1.679,1446.746719,305.8345337,6.382136667,31.39940116,0.54433,35.15559769,4.425218333,5.675955772,5,1
25727,80.5,4.5,6,northp,6,0.3342,630.9461738,291.2802916,2.60749,32.1502756,0.56889,34.33078384,5.03105,0.388755679,6,1
25728,67.5,5.5,6,northp,6,0.7758,1378.949122,328.3561707,4.13684,34.84250896,0.45723,35.02747726,4.08373,8.129392624,6,1
25729,77.5,6.5,6,northp,6,1.2243,1760.015908,301.1098633,3.103258333,33.65324849,0.40507,35.3697052,5.18619,2.510280609,6,1
25730,66.5,7.5,6,northp,10,0.8927,1624.716028,320.2640076,3.19774,31.52233519,0.337173333,34.75380707,2.61995,9.254796028,13,1.3
25731,79.5,7.5,6,northp,5,5.3452,2553.261247,254.5245819,2.823933333,33.45592903,0.54646,35.21212387,5.38586,3.299021959,5,1
25732,67.5,7.5,6,northp,8,0.9918,1631.754872,320.5693359,3.9406225,33.87640475,0.3935,34.98760986,3.400638,8.509919167,8,1
25733,71.5,7.5,6,northp,6,0.6983,1090.209771,336.1478882,5.4836,31.99360952,0.389406667,35.32067108,4.329973333,6.688006878,6,1
25734,66.5,8.5,6,northp,9,1.1413,1811.729889,311.0569153,1.876465,32.34469634,0.35485,34.65129089,2.50468,9.755670547,12,1.333333333
25735,78.5,8.5,6,northp,6,2.001,2358.666511,277.9390564,2.55817,34.88519646,0.58361,35.15038681,3.65924,4.315689087,6,1
25736,73.5,9.5,6,northp,6,0.8927,1324.212656,315.4161987,2.66374,31.3108074,0.50591,35.24136734,5.748365,5.516086578,6,1
25737,72.5,9.5,6,northp,7,NA,1330.992432,324.4057922,4.49798,29.81617886,0.44665,35.28425598,3.61631,6.696498394,7,1
25738,74.5,11.5,6,northp,7,0.9246,1250.139289,320.0757446,6.009930833,30.5563282,0.416196667,35.36000443,5.34549,5.402615547,7,1
25739,72.5,11.5,6,northp,8,1.2243,1237.144723,335.7906799,3.467525,30.1843386,0.466056667,35.24380112,4.44128,7.280094624,8,1
25740,72.5,13.5,6,northp,6,1.268,1227.731558,333.648468,2.92822,29.72322052,0.409573333,35.0839386,4.258585667,7.245695114,6,1
25741,74.5,13.5,6,northp,5,1.0273,1237.792763,328.3368225,4.147686667,29.86225872,0.46163,35.23134613,3.957109167,5.678106785,5,1
25742,72.5,14.5,6,northp,8,0.8035,1141.687519,336.9660034,2.85239,29.70167886,0.41314,35.02600861,4.078841667,7.223814011,8,1
25743,71.5,15.5,6,northp,11,0.9576,1189.017021,328.5421753,3.4058,31.31741504,0.38306,34.95990372,4.72311,6.946849346,13,1.181818182
25744,43.5,30.5,12,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25745,44.5,32.5,1,northw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25746,72.5,51.5,8,northp,9,0.2193,518.0510358,304.8024338,0.02844,17.49695605,0.16869,33.64585876,1.37004,8.047286987,16,1.777777778
25747,72.5,64.5,9,northp,11,0.7491,508.3258433,302.3283655,0.49735,12.43772317,0.22516,29.32112694,5.31482,3.785520315,13,1.181818182
25748,40.5,9.5,1,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25749,36.5,19.5,10,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25750,-6.5,-84.5,1,re,33,0.6068,1173.786431,498.9429626,6.79218,56.39210373,0.49825,34.77746582,6.52948,23.3687973,34,1.03030303
25751,-19.5,-82.5,12,re,9,0.085,390.0052431,403.8521729,0.19773,55.17116618,0.57317,35.49846649,1.70225,20.77489471,9,1
25752,-16.5,-79.5,3,re,12,0.2045,561.4732992,457.3921204,0.3682,50.80772847,0.49358,35.66665268,1.19924,24.55037689,12,1
25753,-17.5,-75.5,1,re,37,0.2904,970.6008778,442.7735596,1.72426,57.61741629,0.66563,35.50300217,3.1868,22.87399101,44,1.189189189
25754,-18.5,-73.5,4,re,8,0.2045,663.9068681,483.9840393,1.81373,40.18860991,0.649843333,35.40562057,2.667643,23.01024437,8,1
25755,37.5,-71.5,12,northw,3,NA,475.8130742,349.2073059,2.0427,11.41695229,0.20836,35.84647369,2.28525,18.34729385,5,1.666666667
25756,38.5,-70.5,9,northw,18,0.2118,447.6542242,399.6553345,0.26771,37.44988408,0.07626,35.19952393,1.09579,25.6609211,46,2.555555556
25757,38.5,-69.5,9,northw,6,0.2118,431.4059644,403.5289307,0.16967,36.37846389,0.0746,35.30397797,1.02324,26.15529823,6,1
25758,37.5,-69.5,9,northw,4,0.0979,236.8217639,420.0561218,0.23916,38.50093275,0.11753,36.11063385,1.285773333,27.47785568,4,1
25759,-7.5,-82.5,2,re,26,0.4583,1030.709357,486.8300476,2.93681,55.26197521,0.74894,35.16254044,3.24808,25.12557983,29,1.115384615
25760,-17.5,-73.5,4,re,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25761,0.5,-28.5,9,re,2,0.1126,324.3789139,411.9903259,0.43968,54.10327029,0.09307,36.05366135,1.75448,26.55987358,7,3.5
25762,8.5,-27.5,8,re,2,0.144,286.2531389,391.4432983,1.44697,40.62464118,0.045956667,35.38991928,0.67977,28.09884644,3,1.5
25763,3.5,-26.5,8,re,3,0.144,325.50043,391.8780518,0.04999,50.46663123,0.09817,35.6793251,0.71766,27.70037079,8,2.666666667
25764,0.5,-24.5,8,re,2,0.2272,506.9461344,415.2168579,0.04342,52.71018342,0.08553,36.04730606,0.73884,25.57715034,5,2.5
25765,5.5,-22.5,8,re,2,0.144,299.5549483,390.4369202,0.41945,47.27701997,0.0571,35.38298035,0.963495,27.49893761,5,2.5
25766,4.5,-21.5,8,re,3,NA,301.0782644,389.7916565,0.29226,47.99455125,0.04386,35.4952507,1.11914,27.32057953,6,2
25767,-1.5,-21.5,8,re,2,0.2614,569.8173656,415.2501221,0.41786,52.68480495,0.1558,36.17227936,1.03599,25.21011543,5,2.5
25768,5.5,-20.5,7,re,2,0.144,299.2131058,379.9758606,0.11376,41.85609957,0.03704,35.27145004,1.65586,27.52676773,9,4.5
25769,9.5,-17.5,7,re,2,NA,433.7215136,395.4901123,0.14374,34.15907837,0.13202,35.55945587,1.69349,27.69289017,7,3.5
25770,6.5,-15.5,7,re,3,0.1599,307.9141092,389.4108887,0.10024,39.93378004,0.02357,35.32454681,1.28291,27.16878319,5,1.666666667
25771,34.5,22.5,10,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25772,34.5,26.5,3,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25773,34.5,26.5,4,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25774,36.5,27.5,3,northw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25775,34.5,28.5,3,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25776,8.5,57.5,5,re,5,0.1126,325.6987508,411.9820251,0.11342,45.20971779,0.2144,35.77450943,3.38444,30.35737419,8,1.6
25777,-7.5,60.5,8,re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25778,-4.5,60.5,8,re,1,0.2272,471.5264692,396.5496521,0.13255,49.99972843,0.27024,35.376297,3.29827,27.60225487,1,1
25779,15.5,61.5,2,re,2,0.8927,1601.043722,393.9139099,1.83843,48.56369364,0.16361,36.58303452,1.97631,25.63306999,2,1
25780,18.5,64.5,2,re,3,1.3602,1727.734484,396.8547058,1.30146,47.41874567,0.21362,36.60323334,1.50532,25.15734482,5,1.666666667
25781,-1.5,-32.5,9,re,2,0.1599,367.8216992,410.3267822,1.06635,54.56890573,0.23237,36.36521912,0.59604,26.4209404,3,1.5
25782,0.5,-32.5,9,re,3,0.139,326.5537142,409.3093567,0.84339,54.13403765,0.15263,36.07865143,1.07159,26.79671288,21,7
25783,2.5,-30.5,9,re,2,0.1491,279.3188233,409.9000244,0.2632,49.82151314,0.10116,35.93813324,1.25886,27.86649895,7,3.5
25784,49.5,-29.5,7,northw,23,1.3133,1796.161289,344.7041626,0.20784,38.00774869,0.19173,35.27258301,1.56507,15.567276,173,7.52173913
25785,30.5,-28.5,9,northw,3,0.0468,176.6799775,434.6898804,0.16492,47.0478151,0.08355,37.43758392,1.17648,25.55378723,71,23.66666667
25786,29.5,-28.5,9,northw,4,0.0437,171.2706214,430.1424866,0.06749,48.49847836,0.08967,37.4464035,1.22633,25.5411911,32,8
25787,-8.5,-83.5,3,re,3,0.2804,650.108365,482.6532288,2.53311,52.95996468,0.62866,35.33501816,5.073883333,26.60902977,3,1
25788,38.5,-70.5,5,northw,5,0.7232,1372.822873,346.1425781,0.44705,44.47363789,0.17279,35.2133522,1.15182,19.59173775,13,2.6
25789,31.5,-28.5,9,northw,4,0.052,191.8959872,441.7508545,0.06805,46.45539146,0.10531,37.34170914,2.02425,25.4869175,21,5.25
25790,18.5,62.5,2,re,3,2.2231,2038.094556,399.2633667,1.417873333,47.60244359,0.194195,36.51911545,3.13738,25.1511116,13,4.333333333
25791,0.5,86.5,3,re,4,0.0912,196.6409958,395.135437,6.56096,48.94300269,0.45026,34.68854523,4.83346,29.98583603,9,2.25
25792,33.5,132.5,12,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25793,34.5,132.5,12,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25794,34.5,133.5,12,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25795,43.5,-68.5,12,northw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25796,71.5,25.5,7,northp,8,0.6742,1656.301159,318.7159362,1.93517,35.33588398,0.19092,34.92270279,2.71332,8.983774185,12,1.5
25797,69.5,39.5,12,northp,10,NA,237.8631816,369.3328091,3.81138,2.832252618,0.55713,34.75705719,3.90069,1.856434584,39,3.9
25798,70.5,39.5,12,northp,3,NA,221.4540159,382.2253326,2.98089,2.790426447,0.578803333,34.89582062,4.35874,3.112766266,4,1.333333333
25799,70.5,40.5,12,northp,4,NA,426.4461121,382.3471445,2.98641,2.795154295,0.567633333,34.9192009,2.23028,2.349027634,4,1
25800,69.5,40.5,12,northp,7,NA,416.1663064,370.1669672,3.97671,2.819225442,0.554306667,34.67657471,2.99832,1.38681531,11,1.571428571
25801,70.5,41.5,12,northp,6,NA,870.0523835,382.3062555,2.45135,2.711339737,0.4772875,35.10888672,2.61605,1.899983764,13,2.166666667
25802,43.5,-67.5,6,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25803,68.5,40.5,12,northp,3,NA,420.7880571,368.5323834,3.07147,2.683059041,0.522646667,34.73184967,2.60217,0.502627909,4,1.333333333
25804,69.5,42.5,2,northp,7,NA,158.0172933,367.6414066,5.27216,1.54399349,0.47568,35.34624863,1.17983,-0.90589267,14,2
25805,-5.5,-80.5,6,re,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25806,6.5,-32.5,9,re,3,0.1208,271.48557,391.3842773,0.14135,48.07294362,0.10389,35.4028244,0.916545,28.91843033,10,3.333333333
25807,5.5,88.5,3,re,3,0.1208,263.8810369,402.1873169,1.29417,50.5155722,0.244343333,33.78960037,3.53158,29.57761574,9,3
25808,4.5,88.5,3,re,5,0.1126,230.0990361,401.1767883,0.92103,49.20324228,0.26398,34.12089157,4.62052,29.83672333,15,3
25809,38.5,26.5,2,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25810,-17.5,-77.5,7,re,3,NA,571.8428406,399.8162231,2.509,23.52000495,0.98651,35.33153534,4.08771,18.70195389,3,1
25811,69.5,34.5,12,northp,4,NA,184.2379715,376.0027219,3.476586667,4.015771481,0.594201667,34.83292007,3.97948,4.357735157,5,1.25
25812,33.5,133.5,12,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25813,-6.5,-85.5,3,re,1,0.2353,447.3292089,480.4219055,2.46847,51.24879793,0.39541,34.84057617,4.44776,26.96018028,1,1
25814,42.5,-73.5,6,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25815,38.5,-70.5,6,northw,12,0.2272,776.6280508,382.0769653,0.65783,53.14932233,0.16774,34.7091217,0.93178,22.04333878,23,1.916666667
25816,72.5,39.5,6,northp,3,0.4747,736.0094486,339.8279164,0.95742,35.99909582,0.1989225,35.14373016,3.10937,3.06897378,3,1
25817,72.5,43.5,6,northp,3,0.6983,946.8687125,328.4780794,0.18572,37.8798598,0.21693,34.57963943,0.68707,1.822085023,5,1.666666667
25818,15.5,59.5,2,re,2,0.651,1023.639815,395.5570068,0.36356,48.86683949,0.19053,36.48819733,1.48056,25.48949814,3,1.5
25819,21.5,63.5,2,re,2,4.6452,3400.861403,396.0365601,1.91643,45.23920043,0.49164,36.70247269,0.79047,24.15513992,2,1
25820,3.5,88.5,3,re,3,0.0979,213.5108206,398.874115,1.001085,48.22052001,0.24298,34.4910965,5.58373,29.98738098,9,3
25821,19.5,64.5,2,re,3,1.932,2707.454261,395.5018311,1.23944,46.61912063,0.21823,36.50033569,1.51211,24.6958065,4,1.333333333
25822,3.5,87.5,3,re,3,0.1014,216.6325408,399.9134827,1.037053333,50.03025621,0.19645,34.48406219,3.97291,29.97541618,7,2.333333333
25823,-31.5,96.5,8,southw,2,0.1906,417.8481989,360.7585144,0.66131,27.63277945,0.237554,35.93078232,3.06954,15.85416794,2,1
25824,35.5,21.5,10,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25825,35.5,22.5,10,northw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25826,39.5,25.5,2,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25827,70.5,-17.5,8,northp,2,0.4272,533.2394917,297.9550171,0.793876667,19.53172698,0.17133,32.80016327,2.73078,4.39729929,23,11.5
25828,79.5,-14.5,6,northp,2,NA,949.7997557,410.8002853,0.14533,34.65033392,0.7231,31.46471786,5.77422,-1.590629458,2,1
25829,78.5,-13.5,6,northp,3,NA,1285.349316,443.8912659,0.18083,33.68396175,0.73815,31.96303558,3.02029,-1.429573417,3,1
25830,71.5,-5.5,6,northp,4,1.6211,1079.706144,320.7644348,4.99503,33.8467485,0.35718,34.87314224,4.592649167,3.634175539,4,1
25831,77.5,102.5,8,northp,2,7.5921,2268.902729,277.2418794,0.62933,16.7964415,0.20863,31.25243314,2.69156,-1.02414598,2,1
25832,78.5,102.5,8,northp,3,NA,1090.189257,266.5734439,2.96091,17.59599171,0.12681,32.00564723,4.65537,-0.788859633,3,1
25833,77.5,105.5,8,northp,3,NA,1947.483368,311.1286657,0.812322,17.74001856,0.366,27.9995079,6.732995,0.11893598,3,1
25834,78.5,110.5,8,northp,2,1.5652,942.9208822,310.4108386,1.86845,18.58263319,0.278985,27.73657227,7.57967,0.729695022,2,1
25835,78.5,111.5,8,northp,2,1.0639,907.5337053,310.4108386,1.73327,19.9037027,0.393908667,27.61037445,6.32484,0.787244916,2,1
25836,73.5,113.5,8,northp,2,NA,5615.596838,310.1542007,1.128913333,23.26987299,0.52522,25.51152096,10.73911,3.272748324,2,1
25837,75.5,114.5,8,northp,2,2.3025,2806.267856,309.2424801,1.01746,20.28396313,0.36444,23.72503471,5.49308,2.241779327,2,1
25838,74.5,114.5,8,northp,2,5.3452,3490.324386,307.5332446,1.16791,21.65652917,0.367365,21.5927887,7.60082,3.191839218,3,1.5
25839,75.5,115.5,8,northp,2,4.3303,2680.514944,308.1436264,1.23172,22.27935559,0.47566,23.83361053,10.95423,2.768567324,3,1.5
25840,73.5,115.5,8,northp,1,NA,5416.240307,307.5332446,1.0585,19.37444555,0.381323333,25.86542994,9.74869,1.432982282,1,1
25841,74.5,115.5,8,northp,1,6.5978,3522.527942,307.5332446,1.16939,22.33023059,0.26391,20.78013611,14.22159,3.537762165,1,1
25842,77.5,116.5,8,northp,3,2.0724,1204.341683,302.7240112,2.06978,20.23530688,0.35726,26.9539032,4.80034,1.95824039,3,1
25843,73.5,117.5,8,northp,2,NA,5247.310421,303.0669162,0.99769,19.25773415,0.26288,22.47001798,16.58699,-1.360681704,3,1.5
25844,74.5,119.5,8,northp,2,3.6335,4060.664497,307.3700689,0.84192,22.3893417,0.25794,22.82608795,11.15456,4.19621563,4,2
25845,75.5,119.5,8,northp,2,4.0368,3240.778944,310.0948526,0.89678,19.39199434,0.2206,24.5006485,8.7373,3.658802032,4,2
25846,73.5,119.5,8,northp,2,7.5921,5415.297811,306.6809152,1.00854,23.53584221,0.31433,20.58158112,12.37029,3.795333147,3,1.5
25847,73.5,120.5,8,northp,3,10.7835,5177.751783,307.7530331,0.93641,23.23239383,0.33608,20.82287216,21.54297,4.024823666,3,1
25848,73.5,121.5,8,northp,2,9.3713,5355.074242,307.0154233,0.816,23.73005357,0.41071,21.6703434,25.26344,4.240067005,2,1
25849,74.5,123.5,8,northp,2,6.5978,4194.689633,307.3387701,1.517286667,22.83680006,0.23753,22.15055084,11.63625,4.722973347,2,1
25850,75.5,125.5,8,northp,3,7.5921,3589.755647,307.5203979,0.96334,21.77205001,0.5461,23.39883041,7.883396667,3.995730877,3,1
25851,74.5,125.5,8,northp,1,7.0775,3974.628833,307.0902453,1.47085,23.484748,0.40828,20.54099655,8.11188,4.786006451,1,1
25852,73.5,126.5,8,northp,2,24.1702,6417.832542,306.7788931,1.06879,23.81423842,0.43795,23.26000996,17.946,3.212771653,2,1
25853,74.5,126.5,8,northp,2,8.4349,3922.290375,308.0307351,0.93127,23.1057966,0.38151,20.69227791,9.81841,4.242910385,4,2
25854,74.5,127.5,8,northp,3,8.144,3891.957967,306.4520633,0.66562,22.98211256,0.478833333,20.52667618,10.37934,4.559631824,5,1.666666667
25855,75.5,129.5,8,northp,3,5.3452,2408.278553,364.3023239,0.34788,22.33993198,0.20457,21.89546394,21.55557,3.762084723,3,1
25856,74.5,129.5,8,northp,3,8.7361,4606.047369,366.8939456,1.210562,22.98641812,0.29886,20.45867157,21.27578,4.03151989,3,1
25857,75.5,130.5,8,northp,3,4.9829,2228.281997,367.9399875,0.54816,22.29858823,0.23869,22.18253899,21.1373,3.82164669,5,1.666666667
25858,71.5,131.5,8,northp,1,17.6246,7354.027989,367.6675857,0.5934,28.37591094,0.48883,13.77568245,6.9036325,4.294913292,1,1
25859,73.5,131.5,8,northp,1,10.7835,5282.134364,366.561896,0.9704825,24.03932442,0.11466,16.03960609,20.06165,5.444594383,3,3
25860,74.5,131.5,8,northp,3,8.7361,4505.426994,366.561896,0.40305,22.69953963,0.11676,20.11725044,23.07827,4.558385849,3,1
25861,75.5,131.5,8,northp,2,5.1608,2297.541558,366.3470157,0.30217,22.56447018,0.34568,22.04446793,20.4431,3.790162802,2,1
25862,76.5,133.5,8,northp,3,3.7632,1924.535697,361.0072232,0.17834,22.6918938,0.39222,25.79984474,14.25518,3.052233458,3,1
25863,72.5,133.5,8,northp,2,8.4349,4652.207653,366.0319107,0.47741,25.02327586,0.43734,15.4389286,18.94524,5.511927128,2,1
25864,77.5,133.5,8,northp,2,4.6452,1489.023064,343.7397421,0.26145,20.07366798,0.31863,27.37074661,4.48446,2.14313221,2,1
25865,73.5,133.5,8,northp,1,8.144,3982.147211,366.0319107,0.704731,24.62214389,0.42938,16.47610664,24.3117,5.315799713,1,1
25866,75.5,134.5,8,northp,3,10.0526,2995.504739,365.5803528,0.49279,22.85465075,0.42226,22.05509377,21.93216,3.102818012,5,1.666666667
25867,73.5,134.5,8,northp,1,6.5978,3403.276114,366.4538199,1.305818333,23.13217507,0.28994,16.79174423,9.90582,5.416733265,1,1
25868,74.5,135.5,8,northp,2,7.0775,3377.309931,366.4538199,0.30917,18.59339013,0.36162,19.55303192,8.79468,3.853711843,2,1
25869,71.5,135.5,8,northp,1,NA,5022.131978,366.4013898,0.30346,20.20816192,0.48813,19.75115983,5.95785,3.792948363,1,1
25870,75.5,135.5,9,northp,5,NA,1181.944875,322.0034253,0.47314,8.492243126,0.442145,20.84678268,20.99072,3.272169352,59,11.8
25871,74.5,136.5,9,northp,6,NA,2283.501657,375.1069559,0.25571,9.862486941,0.47011,18.81973076,18.97195,3.904645205,57,9.5
